0 9999 0 1 0
1 9999 0 1 0
2 9998 1 1 0
3 9998 1 1 0
4 9997 1 2 0
5 9996 2 2 0
6 9995 3 1 1
7 9995 3 0 2
8 9994 3 1 2
9 9993 4 1 2
10 9992 5 1 2
11 9992 5 0 3
12 9992 2 2 4
13 9990 4 2 4
14 9989 5 2 4
15 9987 5 4 4
16 9985 5 6 4
17 9985 4 6 5
18 9985 3 7 5
19 9982 6 6 6
20 9982 2 9 7
21 9981 3 5 11
22 9979 4 5 12
23 9977 5 5 13
24 9975 6 4 15
25 9971 8 5 16
26 9970 6 7 17
27 9970 4 8 18
28 9967 6 9 18
29 9966 7 8 19
30 9966 6 9 19
31 9966 5 10 19
32 9961 8 11 20
33 9960 7 12 21
34 9960 6 10 24
35 9960 5 9 26
36 9959 6 7 28
37 9959 5 8 28
38 9958 5 7 30
39 9956 6 7 31
40 9956 6 6 32
41 9955 5 8 32
42 9955 5 7 33
43 9955 5 7 33
44 9954 5 7 34
45 9952 4 7 37
46 9950 6 4 40
47 9948 7 4 41
48 9945 9 5 41
49 9943 9 6 42
50 9941 10 4 45
51 9941 6 6 47
52 9940 7 5 48
53 9938 8 5 49
54 9938 6 6 50
55 9936 7 5 52
56 9935 5 8 52
57 9934 4 9 53
58 9934 4 7 55
59 9932 5 7 56
60 9932 4 7 57
61 9932 2 9 57
62 9931 3 7 59
63 9930 3 7 60
64 9930 3 6 61
65 9930 3 6 61
66 9929 4 3 64
67 9929 4 3 64
68 9929 3 3 65
69 9929 3 3 65
70 9927 5 3 65
71 9927 5 2 66
72 9927 5 1 67
73 9927 2 4 67
74 9926 3 4 67
75 9924 4 5 67
76 9923 4 4 69
77 9923 4 3 70
78 9922 4 4 70
79 9920 3 6 71
80 9918 4 5 73
81 9916 4 5 75
82 9915 5 5 75
83 9914 5 4 77
84 9912 6 4 78
85 9912 5 5 78
86 9912 4 5 79
87 9911 4 6 79
88 9909 4 7 80
89 9908 3 8 81
90 9907 4 7 82
91 9906 4 6 84
92 9905 5 5 85
93 9904 6 5 85
94 9904 6 5 85
95 9901 7 6 86
96 9900 6 8 86
97 9898 6 9 87
98 9895 6 10 89
99 9892 8 11 89
100 9891 8 11 90
101 9890 8 11 91
102 9890 7 10 93
103 9890 7 8 95
104 9888 8 7 97
105 9884 9 9 98
106 9883 6 13 98
107 9883 4 12 101
108 9878 9 10 103
109 9876 9 11 104
110 9876 6 13 105
111 9873 9 11 107
112 9873 9 10 108
113 9872 8 9 111
114 9869 10 5 116
115 9867 11 5 117
116 9864 10 9 117
117 9863 10 6 121
118 9859 11 9 121
119 9857 11 11 121
120 9856 10 11 123
121 9856 7 12 125
122 9852 8 13 127
123 9849 7 13 131
124 9848 8 9 135
125 9848 6 7 139
126 9848 5 5 142
127 9846 6 6 142
128 9846 6 5 143
129 9844 5 7 144
130 9844 4 5 147
131 9844 4 5 147
132 9844 4 4 148
133 9842 5 5 148
134 9841 4 5 150
135 9840 4 6 150
136 9838 6 5 151
137 9837 7 4 152
138 9836 6 5 153
139 9836 4 6 154
140 9834 6 6 154
141 9833 5 8 154
142 9832 6 5 157
143 9830 8 4 158
144 9830 7 3 160
145 9829 5 4 162
146 9829 3 6 162
147 9828 4 6 162
148 9825 5 5 165
149 9824 6 4 166
150 9824 5 5 166
151 9824 5 3 168
152 9824 5 3 168
153 9822 5 5 168
154 9822 5 5 168
155 9822 4 6 168
156 9821 5 6 168
157 9819 5 6 170
158 9818 4 7 171
159 9816 3 10 171
160 9815 3 8 174
161 9815 2 7 176
162 9814 3 7 176
163 9812 5 6 177
164 9811 5 7 177
165 9811 2 8 179
166 9810 3 5 182
167 9810 3 4 183
168 9810 3 4 183
169 9809 3 4 184
170 9808 4 3 185
171 9807 5 2 186
172 9807 3 3 187
173 9807 3 2 188
174 9806 3 3 188
175 9806 3 2 189
176 9806 3 2 189
177 9805 3 2 190
178 9805 3 2 190
179 9804 2 4 190
