0 9999 1 0
1 9996 4 0
2 9995 3 2
3 9994 4 2
4 9988 10 2
5 9984 13 3
6 9983 11 6
7 9979 12 9
8 9969 21 10
9 9963 25 12
10 9955 32 13
11 9946 38 16
12 9939 37 24
13 9933 40 27
14 9927 43 30
15 9920 43 37
16 9918 36 46
17 9914 33 53
18 9911 28 61
19 9908 24 68
20 9906 22 72
21 9902 24 74
22 9893 29 78
23 9885 29 86
24 9881 29 90
25 9879 29 92
26 9878 31 91
27 9871 34 95
28 9865 35 100
29 9858 39 103
30 9851 38 111
31 9850 40 110
32 9845 40 115
33 9841 36 123
34 9836 36 128
35 9830 34 136
36 9826 35 139
37 9824 32 144
38 9820 34 146
39 9814 32 154
40 9809 30 161
41 9806 32 162
42 9798 34 168
43 9795 34 171
44 9790 37 173
45 9784 38 178
46 9778 33 189
47 9773 34 193
48 9767 35 198
49 9765 33 202
50 9762 32 206
51 9760 32 208
52 9759 30 211
53 9755 32 213
54 9753 33 214
55 9742 39 219
56 9732 43 225
57 9727 37 236
58 9721 42 237
59 9714 43 243
60 9713 39 248
61 9711 38 251
62 9702 38 260
63 9699 42 259
64 9699 41 260
65 9696 38 266
66 9687 42 271
67 9676 46 278
68 9672 49 279
69 9665 56 279
70 9653 63 284
71 9646 61 293
72 9640 57 303
73 9633 59 308
74 9630 56 314
75 9627 56 317
76 9624 50 326
77 9621 53 326
78 9612 53 335
79 9607 53 340
80 9602 52 346
81 9600 51 349
82 9598 52 350
83 9589 56 355
84 9573 69 358
85 9570 68 362
86 9554 77 369
87 9542 81 377
88 9535 79 386
89 9524 72 404
90 9511 78 411
91 9502 82 416
92 9496 73 431
93 9490 73 437
94 9485 66 449
95 9478 62 460
96 9475 60 465
97 9474 56 470
98 9468 54 478
99 9464 52 484
100 9461 49 490
101 9453 47 500
102 9450 51 499
103 9442 52 506
104 9437 52 511
105 9432 52 516
106 9427 54 519
107 9422 47 531
108 9424 44 532
109 9420 48 532
110 9418 51 531
111 9414 54 532
112 9416 48 536
113 9417 46 537
114 9418 44 538
115 9411 39 550
116 9411 39 550
117 9408 42 550
118 9405 41 554
119 9403 40 557
120 9403 41 556
121 9397 40 563
122 9400 39 561
123 9393 44 563
124 9397 36 567
125 9393 39 568
126 9389 45 566
127 9386 46 568
128 9380 47 573
129 9372 54 574
130 9368 50 582
131 9360 53 587
132 9351 59 590
133 9345 61 594
134 9347 62 591
135 9335 70 595
136 9323 73 604
137 9309 87 604
138 9300 83 617
139 9287 96 617
140 9285 92 623
141 9285 80 635
142 9285 67 648
143 9279 66 655
144 9269 69 662
145 9249 91 660
146 9238 100 662
147 9231 103 666
148 9227 97 676
149 9212 99 689
150 9205 97 698
151 9204 92 704
152 9192 93 715
153 9192 92 716
154 9188 81 731
155 9189 77 734
156 9184 77 739
157 9175 78 747
158 9169 79 752
159 9150 86 764
160 9141 90 769
161 9125 94 781
162 9105 104 791
163 9091 107 802
164 9076 106 818
165 9063 102 835
166 9059 98 843
167 9047 102 851
168 9034 98 868
169 9020 106 874
170 9009 105 886
171 8999 101 900
172 8994 102 904
173 8987 104 909
174 8970 114 916
175 8962 107 931
176 8950 101 949
177 8933 111 956
178 8928 103 969
179 8925 100 975
180 8909 106 985
181 8897 110 993
182 8879 111 1010
183 8872 114 1014
184 8876 101 1023
185 8872 100 1028
186 8862 97 1041
187 8863 92 1045
188 8865 88 1047
189 8861 88 1051
190 8864 80 1056
191 8853 84 1063
192 8849 84 1067
193 8855 80 1065
194 8851 77 1072
195 8854 77 1069
196 8865 71 1064
197 8861 70 1069
198 8863 69 1068
199 8868 63 1069
200 8862 63 1075
201 8861 63 1076
202 8860 59 1081
203 8857 60 1083
204 8853 60 1087
205 8846 61 1093
206 8838 65 1097
207 8833 68 1099
208 8828 75 1097
209 8829 82 1089
210 8832 77 1091
211 8827 85 1088
212 8822 88 1090
213 8815 90 1095
214 8811 86 1103
215 8804 99 1097
216 8793 104 1103
217 8779 111 1110
218 8775 112 1113
219 8768 113 1119
220 8761 116 1123
221 8748 127 1125
222 8728 137 1135
223 8719 132 1149
224 8704 130 1166
225 8691 122 1187
226 8678 111 1211
227 8672 115 1213
228 8666 119 1215
229 8645 126 1229
230 8638 138 1224
231 8622 144 1234
232 8609 146 1245
233 8593 145 1262
234 8573 142 1285
235 8561 137 1302
236 8554 142 1304
237 8536 146 1318
238 8512 158 1330
239 8492 162 1346
240 8468 174 1358
241 8454 174 1372
242 8438 170 1392
243 8434 160 1406
244 8435 151 1414
245 8422 157 1421
246 8408 152 1440
247 8397 152 1451
248 8382 143 1475
249 8379 141 1480
250 8378 136 1486
251 8365 137 1498
252 8365 121 1514
253 8365 116 1519
254 8363 112 1525
255 8345 128 1527
256 8342 130 1528
257 8334 133 1533
258 8333 123 1544
259 8326 114 1560
260 8306 119 1575
261 8287 131 1582
262 8272 125 1603
263 8265 127 1608
264 8252 132 1616
265 8239 131 1630
266 8235 134 1631
267 8238 121 1641
268 8235 115 1650
269 8240 105 1655
270 8243 99 1658
271 8237 93 1670
272 8239 100 1661
273 8246 101 1653
274 8238 102 1660
275 8237 105 1658
276 8234 105 1661
277 8235 109 1656
278 8235 109 1656
279 8225 112 1663
280 8237 104 1659
281 8232 103 1665
282 8239 95 1666
283 8238 93 1669
284 8231 100 1669
285 8226 95 1679
286 8235 86 1679
287 8244 83 1673
288 8249 80 1671
289 8257 81 1662
290 8263 77 1660
291 8256 74 1670
292 8257 74 1669
293 8263 74 1663
294 8276 70 1654
295 8286 65 1649
296 8295 65 1640
297 8284 71 1645
298 8287 74 1639
299 8293 71 1636
300 8294 84 1622
301 8292 87 1621
302 8292 83 1625
303 8295 84 1621
304 8291 90 1619
305 8290 92 1618
306 8286 96 1618
307 8274 109 1617
308 8263 106 1631
309 8251 123 1626
310 8246 120 1634
311 8240 122 1638
312 8243 117 1640
313 8222 139 1639
314 8213 133 1654
315 8195 146 1659
316 8189 153 1658
317 8184 150 1666
318 8177 154 1669
319 8166 155 1679
320 8158 152 1690
321 8155 139 1706
322 8155 133 1712
323 8154 129 1717
324 8148 127 1725
325 8133 132 1735
326 8127 137 1736
327 8125 141 1734
328 8117 145 1738
329 8107 151 1742
330 8099 157 1744
331 8085 161 1754
332 8073 155 1772
333 8061 150 1789
334 8059 157 1784
335 8054 164 1782
336 8042 177 1781
337 8020 189 1791
338 8016 178 1806
339 8009 173 1818
340 7996 175 1829
341 7983 176 1841
342 7968 181 1851
343 7962 172 1866
344 7960 161 1879
345 7942 169 1889
346 7934 166 1900
347 7925 155 1920
348 7928 149 1923
349 7924 144 1932
350 7924 139 1937
351 7914 137 1949
352 7914 130 1956
353 7902 136 1962
354 7904 131 1965
355 7890 134 1976
356 7880 130 1990
357 7879 119 2002
358 7874 113 2013
359 7877 110 2013
360 7882 110 2008
361 7883 109 2008
362 7882 115 2003
363 7876 117 2007
364 7871 122 2007
365 7869 120 2011
366 7866 123 2011
367 7867 112 2021
368 7860 112 2028
369 7850 125 2025
370 7852 126 2022
371 7843 141 2016
372 7837 138 2025
373 7836 132 2032
374 7833 134 2033
375 7826 139 2035
376 7809 149 2042
377 7804 138 2058
378 7794 146 2060
379 7781 150 2069
380 7774 145 2081
381 7774 142 2084
382 7771 148 2081
383 7773 142 2085
384 7779 135 2086
385 7775 138 2087
386 7765 144 2091
387 7759 145 2096
388 7751 140 2109
389 7752 129 2119
390 7753 127 2120
391 7747 136 2117
392 7727 149 2124
393 7730 142 2128
394 7736 136 2128
395 7739 118 2143
396 7744 124 2132
397 7738 129 2133
398 7726 136 2138
399 7720 130 2150
400 7710 135 2155
401 7719 129 2152
402 7705 138 2157
403 7698 138 2164
404 7697 138 2165
405 7700 126 2174
406 7706 132 2162
407 7710 125 2165
408 7716 119 2165
409 7725 115 2160
410 7744 99 2157
411 7752 102 2146
412 7761 108 2131
413 7756 111 2133
414 7758 118 2124
415 7761 109 2130
416 7759 116 2125
417 7760 111 2129
418 7765 118 2117
419 7755 132 2113
420 7742 126 2132
421 7735 131 2134
422 7733 135 2132
423 7726 135 2139
424 7724 137 2139
425 7719 145 2136
426 7723 134 2143
427 7708 131 2161
428 7702 138 2160
429 7706 133 2161
430 7705 134 2161
431 7685 148 2167
432 7683 149 2168
433 7686 142 2172
434 7681 145 2174
435 7684 147 2169
436 7688 139 2173
437 7695 134 2171
438 7685 136 2179
439 7682 149 2169
440 7684 147 2169
441 7684 151 2165
442 7684 156 2160
443 7679 150 2171
444 7663 154 2183
445 7652 155 2193
446 7657 146 2197
447 7660 146 2194
448 7649 142 2209
449 7655 127 2218
450 7653 127 2220
451 7651 128 2221
452 7652 124 2224
453 7662 129 2209
454 7660 135 2205
455 7660 129 2211
456 7662 126 2212
457 7672 126 2202
458 7684 126 2190
459 7679 133 2188
460 7690 125 2185
461 7695 123 2182
462 7697 130 2173
463 7698 132 2170
464 7696 136 2168
465 7696 133 2171
466 7694 134 2172
467 7696 135 2169
468 7684 136 2180
469 7680 146 2174
470 7684 134 2182
471 7679 148 2173
472 7658 162 2180
473 7650 163 2187
474 7626 182 2192
475 7630 185 2185
476 7623 187 2190
477 7617 184 2199
478 7605 194 2201
479 7590 196 2214
480 7590 184 2226
481 7574 172 2254
482 7572 175 2253
483 7570 173 2257
484 7556 177 2267
485 7549 183 2268
486 7539 185 2276
487 7542 182 2276
488 7535 187 2278
489 7532 184 2284
490 7523 176 2301
491 7530 177 2293
492 7532 172 2296
493 7543 160 2297
494 7540 159 2301
495 7542 143 2315
496 7545 143 2312
497 7560 133 2307
498 7565 129 2306
499 7579 123 2298
500 7589 120 2291
501 7591 124 2285
502 7590 115 2295
503 7598 112 2290
504 7606 110 2284
505 7609 107 2284
506 7614 110 2276
507 7622 98 2280
508 7632 98 2270
509 7646 95 2259
510 7665 91 2244
511 7670 81 2249
512 7681 78 2241
513 7691 70 2239
514 7701 65 2234
515 7715 65 2220
516 7727 66 2207
517 7723 68 2209
