0 9615 30 0 30 0 30 0
1 9497 46 22 42 26 53 19
2 9345 67 45 55 38 103 52
3 9154 82 61 92 58 155 103
4 8857 108 95 131 95 236 183
5 8507 136 112 200 138 344 268
6 7986 186 148 287 213 493 392
7 7371 238 194 386 296 669 551
8 6590 310 243 521 406 896 739
9 5703 411 301 661 534 1163 932
10 4732 532 374 806 669 1396 1196
11 3853 629 448 976 765 1620 1414
12 3115 704 510 1093 868 1805 1610
13 2435 763 592 1218 957 1940 1800
14 1878 813 667 1298 1043 2100 1906
15 1423 878 703 1350 1141 2188 2022
16 1123 925 717 1392 1212 2262 2074
17 865 947 756 1446 1247 2283 2161
18 674 971 781 1436 1314 2326 2203
19 525 1025 767 1495 1301 2331 2261
20 422 1039 775 1479 1350 2393 2247
21 359 1027 797 1488 1366 2363 2305
22 301 1042 800 1444 1421 2381 2316
23 238 1047 811 1470 1414 2371 2354
24 209 1033 829 1470 1421 2316 2427
25 170 1017 854 1473 1435 2359 2397
26 146 1035 846 1511 1403 2352 2412
27 131 1037 846 1510 1408 2351 2422
28 116 1020 866 1497 1424 2328 2454
29 106 1002 887 1467 1457 2316 2470
30 95 1015 879 1457 1469 2345 2445
31 87 1006 889 1463 1465 2306 2489
32 77 1003 894 1465 1466 2334 2466
33 65 1014 885 1430 1504 2331 2476
34 53 996 906 1426 1510 2327 2487
35 48 984 918 1443 1494 2309 2509
36 45 991 912 1435 1502 2283 2537
37 38 982 922 1445 1496 2315 2507
38 35 966 939 1439 1504 2352 2470
39 33 997 908 1455 1488 2365 2459
40 32 1010 896 1462 1481 2359 2465
41 31 987 919 1434 1510 2369 2455
42 28 979 927 1429 1516 2359 2467
43 26 990 916 1450 1497 2377 2449
44 26 977 929 1463 1484 2357 2469
45 23 965 942 1454 1493 2350 2478
46 21 980 928 1446 1502 2398 2430
47 18 968 943 1426 1522 2417 2411
48 18 957 954 1427 1521 2397 2431
49 17 958 953 1434 1514 2355 2474
50 17 964 947 1390 1558 2371 2458
51 17 978 933 1378 1570 2406 2423
52 16 967 944 1391 1558 2395 2434
53 14 987 925 1393 1556 2385 2445
54 14 998 914 1401 1548 2374 2456
55 11 986 928 1373 1576 2364 2467
56 11 962 952 1395 1554 2398 2433
57 9 964 950 1383 1567 2374 2458
58 9 953 961 1407 1543 2361 2471
59 9 935 979 1386 1564 2401 2431
60 9 924 990 1400 1550 2375 2457
61 7 934 980 1407 1543 2321 2513
62 7 945 969 1437 1513 2332 2502
63 7 937 977 1402 1548 2364 2470
64 7 927 987 1387 1563 2354 2480
65 7 939 975 1373 1577 2352 2482
66 7 938 976 1391 1559 2356 2478
67 7 909 1005 1368 1582 2349 2485
68 7 912 1002 1396 1554 2368 2466
69 7 911 1003 1360 1590 2324 2510
70 6 919 995 1391 1560 2298 2536
71 6 926 988 1406 1545 2323 2511
72 6 902 1012 1380 1571 2305 2529
73 6 921 993 1372 1579 2301 2533
74 6 907 1007 1357 1594 2314 2520
75 6 907 1007 1384 1567 2308 2526
76 6 910 1004 1374 1577 2314 2520
77 5 874 1040 1357 1594 2324 2511
78 5 886 1028 1357 1594 2338 2497
79 5 890 1024 1346 1605 2331 2504
80 5 880 1034 1380 1571 2302 2533
81 5 900 1014 1376 1575 2300 2535
82 4 887 1027 1364 1587 2313 2523
83 4 873 1041 1356 1595 2344 2492
84 4 854 1060 1378 1573 2315 2521
85 4 884 1030 1383 1568 2332 2504
86 4 893 1021 1385 1566 2294 2542
87 4 881 1033 1339 1612 2332 2504
88 4 879 1035 1331 1620 2287 2549
89 4 874 1040 1338 1613 2273 2563
90 3 868 1046 1335 1617 2295 2541
91 3 873 1041 1314 1638 2293 2543
92 2 874 1040 1324 1628 2316 2521
93 2 885 1029 1346 1606 2291 2546
94 1 876 1038 1316 1636 2265 2573
95 1 888 1026 1296 1656 2313 2525
96 1 884 1030 1348 1604 2330 2508
97 1 895 1019 1327 1625 2316 2522
98 1 890 1024 1335 1617 2306 2532
99 1 885 1029 1335 1617 2254 2584
100 1 889 1025 1328 1624 2273 2565
101 1 863 1051 1296 1656 2275 2563
102 1 894 1020 1322 1630 2276 2562
103 1 888 1026 1370 1582 2263 2575
104 1 876 1038 1352 1600 2251 2587
105 1 867 1047 1353 1599 2269 2569
106 1 866 1048 1333 1619 2282 2556
107 1 893 1021 1359 1593 2340 2498
108 1 870 1044 1321 1631 2306 2532
109 1 876 1038 1308 1644 2261 2577
110 1 899 1015 1332 1620 2287 2551
111 1 860 1054 1328 1624 2249 2589
112 1 882 1032 1313 1639 2296 2542
113 0 880 1035 1313 1639 2319 2519
114 0 859 1056 1336 1616 2307 2531
115 0 869 1046 1324 1628 2328 2510
116 0 857 1058 1324 1628 2324 2514
117 0 870 1045 1347 1605 2359 2479
118 0 864 1051 1331 1621 2323 2515
119 0 876 1039 1338 1614 2267 2571
120 0 903 1012 1348 1604 2299 2539
121 0 903 1012 1359 1593 2317 2521
122 0 936 979 1374 1578 2285 2553
123 0 937 978 1383 1569 2278 2560
124 0 927 988 1361 1591 2281 2557
125 0 940 975 1329 1623 2280 2558
126 0 905 1010 1342 1610 2294 2544
127 0 877 1038 1335 1617 2309 2529
128 0 906 1009 1330 1622 2307 2531
129 0 896 1019 1343 1609 2310 2528
130 0 890 1025 1380 1572 2266 2572
131 0 886 1029 1365 1587 2261 2577
132 0 885 1030 1345 1607 2261 2577
133 0 884 1031 1316 1636 2268 2570
134 0 892 1023 1315 1637 2285 2553
135 0 903 1012 1341 1611 2280 2558
136 0 875 1040 1349 1603 2270 2568
137 0 903 1012 1318 1634 2254 2584
138 0 922 993 1304 1648 2279 2559
139 0 928 987 1296 1656 2264 2574
140 0 914 1001 1299 1653 2248 2590
141 0 919 996 1313 1639 2235 2603
142 0 922 993 1328 1624 2223 2615
143 0 922 993 1321 1631 2247 2591
144 0 899 1016 1310 1642 2267 2571
145 0 901 1014 1341 1611 2272 2566
146 0 896 1019 1385 1567 2259 2579
147 0 908 1007 1380 1572 2229 2609
148 0 908 1007 1371 1581 2219 2619
149 0 912 1003 1381 1571 2239 2599
150 0 907 1008 1366 1586 2258 2580
151 0 912 1003 1362 1590 2240 2598
152 0 887 1028 1375 1577 2249 2589
153 0 878 1037 1395 1557 2233 2605
154 0 880 1035 1355 1597 2218 2620
155 0 877 1038 1379 1573 2246 2592
156 0 896 1019 1355 1597 2237 2601
157 0 896 1019 1353 1599 2210 2628
158 0 869 1046 1361 1591 2241 2597
159 0 911 1004 1343 1609 2265 2573
160 0 900 1015 1374 1578 2283 2555
161 0 892 1023 1381 1571 2283 2555
162 0 895 1020 1394 1558 2302 2536
163 0 911 1004 1390 1562 2278 2560
164 0 891 1024 1419 1533 2249 2589
165 0 891 1024 1408 1544 2289 2549
166 0 888 1027 1410 1542 2305 2533
167 0 888 1027 1387 1565 2306 2532
168 0 895 1020 1426 1526 2323 2515
169 0 904 1011 1415 1537 2321 2517
170 0 905 1010 1398 1554 2352 2486
171 0 890 1025 1431 1521 2314 2524
172 0 910 1005 1427 1525 2254 2584
173 0 908 1007 1410 1542 2275 2563
174 0 903 1012 1426 1526 2312 2526
175 0 885 1030 1414 1538 2326 2512
176 0 880 1035 1408 1544 2304 2534
177 0 912 1003 1395 1557 2315 2523
178 0 911 1004 1406 1546 2312 2526
179 0 906 1009 1414 1538 2334 2504
180 0 899 1016 1434 1518 2334 2504
181 0 915 1000 1439 1513 2330 2508
182 0 907 1008 1422 1530 2341 2497
183 0 919 996 1403 1549 2348 2490
184 0 905 1010 1418 1534 2334 2504
185 0 909 1006 1397 1555 2296 2542
186 0 911 1004 1412 1540 2310 2528
187 0 925 990 1429 1523 2315 2523
188 0 909 1006 1426 1526 2321 2517
189 0 887 1028 1417 1535 2328 2510
190 0 879 1036 1408 1544 2322 2516
191 0 897 1018 1428 1524 2313 2525
192 0 891 1024 1417 1535 2316 2522
193 0 890 1025 1419 1533 2358 2480
194 0 882 1033 1436 1516 2333 2505
195 0 884 1031 1411 1541 2318 2520
196 0 885 1030 1417 1535 2324 2514
197 0 887 1028 1422 1530 2366 2472
198 0 894 1021 1383 1569 2314 2524
199 0 905 1010 1367 1585 2283 2555
200 0 899 1016 1387 1565 2274 2564
201 0 889 1026 1393 1559 2269 2569
202 0 894 1021 1421 1531 2285 2553
203 0 881 1034 1398 1554 2296 2542
204 0 852 1063 1430 1522 2294 2544
205 0 874 1041 1420 1532 2323 2515
206 0 865 1050 1408 1544 2304 2534
207 0 882 1033 1432 1520 2322 2516
208 0 881 1034 1430 1522 2374 2464
209 0 881 1034 1439 1513 2339 2499
210 0 899 1016 1478 1474 2329 2509
211 0 889 1026 1429 1523 2305 2533
212 0 871 1044 1439 1513 2306 2532
213 0 857 1058 1444 1508 2293 2545
214 0 855 1060 1425 1527 2291 2547
215 0 873 1042 1410 1542 2311 2527
216 0 883 1032 1419 1533 2316 2522
217 0 886 1029 1403 1549 2321 2517
218 0 881 1034 1407 1545 2313 2525
219 0 903 1012 1412 1540 2338 2500
220 0 938 977 1393 1559 2346 2492
221 0 914 1001 1406 1546 2327 2511
222 0 904 1011 1407 1545 2318 2520
223 0 889 1026 1417 1535 2292 2546
224 0 901 1014 1437 1515 2339 2499
225 0 900 1015 1405 1547 2310 2528
226 0 930 985 1434 1518 2329 2509
227 0 912 1003 1442 1510 2287 2551
228 0 933 982 1451 1501 2291 2547
229 0 916 999 1444 1508 2359 2479
230 0 912 1003 1417 1535 2401 2437
231 0 907 1008 1405 1547 2370 2468
232 0 902 1013 1392 1560 2389 2449
233 0 913 1002 1373 1579 2355 2483
234 0 880 1035 1401 1551 2335 2503
235 0 867 1048 1380 1572 2371 2467
236 0 876 1039 1392 1560 2363 2475
237 0 885 1030 1380 1572 2353 2485
238 0 870 1045 1408 1544 2345 2493
239 0 885 1030 1388 1564 2340 2498
240 0 889 1026 1398 1554 2324 2514
241 0 870 1045 1404 1548 2307 2531
242 0 876 1039 1416 1536 2323 2515
243 0 849 1066 1391 1561 2299 2539
244 0 865 1050 1398 1554 2284 2554
245 0 841 1074 1397 1555 2284 2554
246 0 868 1047 1419 1533 2313 2525
247 0 868 1047 1408 1544 2332 2506
248 0 892 1023 1435 1517 2340 2498
249 0 880 1035 1412 1540 2313 2525
250 0 859 1056 1379 1573 2289 2549
251 0 877 1038 1391 1561 2283 2555
252 0 882 1033 1403 1549 2296 2542
253 0 863 1052 1390 1562 2290 2548
254 0 843 1072 1363 1589 2279 2559
255 0 840 1075 1351 1601 2285 2553
256 0 846 1069 1387 1565 2266 2572
257 0 864 1051 1396 1556 2329 2509
258 0 863 1052 1369 1583 2337 2501
259 0 868 1047 1351 1601 2318 2520
260 0 866 1049 1342 1610 2330 2508
261 0 864 1051 1334 1618 2316 2522
262 0 858 1057 1331 1621 2312 2526
263 0 879 1036 1323 1629 2317 2521
264 0 870 1045 1324 1628 2369 2469
265 0 869 1046 1339 1613 2396 2442
266 0 856 1059 1347 1605 2402 2436
267 0 883 1032 1379 1573 2374 2464
268 0 899 1016 1347 1605 2400 2438
269 0 879 1036 1358 1594 2360 2478
270 0 866 1049 1356 1596 2326 2512
271 0 855 1060 1322 1630 2363 2475
272 0 877 1038 1313 1639 2371 2467
273 0 882 1033 1308 1644 2337 2501
274 0 873 1042 1284 1668 2335 2503
275 0 884 1031 1289 1663 2342 2496
276 0 883 1032 1308 1644 2368 2470
277 0 857 1058 1322 1630 2337 2501
278 0 855 1060 1328 1624 2322 2516
279 0 869 1046 1316 1636 2331 2507
280 0 876 1039 1358 1594 2339 2499
281 0 878 1037 1369 1583 2330 2508
282 0 876 1039 1372 1580 2351 2487
283 0 870 1045 1376 1576 2347 2491
284 0 859 1056 1346 1606 2318 2520
285 0 866 1049 1326 1626 2308 2530
286 0 887 1028 1344 1608 2315 2523
287 0 873 1042 1355 1597 2325 2513
288 0 884 1031 1376 1576 2327 2511
289 0 902 1013 1368 1584 2309 2529
290 0 885 1030 1330 1622 2320 2518
291 0 874 1041 1362 1590 2306 2532
292 0 871 1044 1354 1598 2333 2505
293 0 882 1033 1374 1578 2371 2467
294 0 894 1021 1340 1612 2360 2478
295 0 899 1016 1371 1581 2372 2466
296 0 883 1032 1330 1622 2312 2526
297 0 875 1040 1308 1644 2336 2502
298 0 858 1057 1301 1651 2340 2498
299 0 869 1046 1295 1657 2300 2538
300 0 872 1043 1359 1593 2290 2548
301 0 864 1051 1311 1641 2301 2537
302 0 886 1029 1333 1619 2323 2515
303 0 896 1019 1300 1652 2321 2517
304 0 912 1003 1334 1618 2292 2546
305 0 888 1027 1332 1620 2289 2549
306 0 885 1030 1355 1597 2284 2554
307 0 900 1015 1327 1625 2281 2557
308 0 887 1028 1326 1626 2313 2525
309 0 881 1034 1316 1636 2284 2554
310 0 874 1041 1310 1642 2301 2537
311 0 877 1038 1283 1669 2283 2555
312 0 866 1049 1287 1665 2301 2537
313 0 872 1043 1301 1651 2294 2544
314 0 874 1041 1346 1606 2300 2538
315 0 863 1052 1333 1619 2254 2584
316 0 877 1038 1316 1636 2261 2577
317 0 875 1040 1367 1585 2268 2570
318 0 870 1045 1353 1599 2291 2547
319 0 839 1076 1340 1612 2265 2573
320 0 854 1061 1330 1622 2263 2575
321 0 868 1047 1291 1661 2247 2591
322 0 837 1078 1307 1645 2252 2586
323 0 855 1060 1303 1649 2249 2589
324 0 861 1054 1293 1659 2296 2542
325 0 859 1056 1297 1655 2274 2564
326 0 849 1066 1288 1664 2289 2549
327 0 838 1077 1321 1631 2284 2554
328 0 866 1049 1336 1616 2314 2524
329 0 863 1052 1311 1641 2318 2520
330 0 869 1046 1325 1627 2326 2512
331 0 877 1038 1303 1649 2285 2553
332 0 878 1037 1252 1700 2281 2557
333 0 876 1039 1253 1699 2291 2547
334 0 880 1035 1249 1703 2249 2589
335 0 866 1049 1270 1682 2264 2574
336 0 886 1029 1264 1688 2312 2526
337 0 856 1059 1258 1694 2277 2561
338 0 853 1062 1267 1685 2268 2570
339 0 870 1045 1318 1634 2269 2569
340 0 877 1038 1294 1658 2264 2574
341 0 867 1048 1301 1651 2217 2621
342 0 886 1029 1290 1662 2240 2598
343 0 886 1029 1327 1625 2263 2575
344 0 899 1016 1327 1625 2263 2575
345 0 886 1029 1303 1649 2264 2574
346 0 871 1044 1288 1664 2259 2579
347 0 886 1029 1279 1673 2247 2591
348 0 875 1040 1265 1687 2223 2615
349 0 864 1051 1249 1703 2222 2616
350 0 865 1050 1288 1664 2196 2642
351 0 839 1076 1274 1678 2195 2643
352 0 846 1069 1301 1651 2202 2636
353 0 855 1060 1315 1637 2251 2587
354 0 870 1045 1288 1664 2218 2620
355 0 885 1030 1314 1638 2203 2635
356 0 864 1051 1278 1674 2194 2644
357 0 870 1045 1294 1658 2210 2628
358 0 880 1035 1281 1671 2271 2567
359 0 889 1026 1295 1657 2214 2624
360 0 871 1044 1294 1658 2237 2601
361 0 861 1054 1308 1644 2249 2589
362 0 863 1052 1264 1688 2246 2592
363 0 843 1072 1272 1680 2254 2584
364 0 876 1039 1280 1672 2299 2539
365 0 872 1043 1281 1671 2247 2591
366 0 875 1040 1270 1682 2238 2600
367 0 874 1041 1308 1644 2204 2634
368 0 874 1041 1307 1645 2230 2608
369 0 861 1054 1271 1681 2184 2654
370 0 855 1060 1262 1690 2190 2648
371 0 879 1036 1262 1690 2158 2680
372 0 906 1009 1263 1689 2138 2700
373 0 917 998 1261 1691 2126 2712
374 0 913 1002 1286 1666 2166 2672
375 0 884 1031 1272 1680 2243 2595
376 0 895 1020 1276 1676 2172 2666
377 0 889 1026 1308 1644 2201 2637
378 0 890 1025 1308 1644 2199 2639
379 0 893 1022 1327 1625 2251 2587
380 0 889 1026 1334 1618 2259 2579
381 0 873 1042 1350 1602 2221 2617
382 0 882 1033 1345 1607 2175 2663
383 0 883 1032 1332 1620 2203 2635
384 0 873 1042 1342 1610 2191 2647
385 0 879 1036 1313 1639 2232 2606
386 0 878 1037 1348 1604 2239 2599
387 0 886 1029 1343 1609 2239 2599
388 0 886 1029 1361 1591 2248 2590
389 0 911 1004 1324 1628 2170 2668
390 0 915 1000 1340 1612 2225 2613
391 0 924 991 1358 1594 2178 2660
392 0 933 982 1345 1607 2198 2640
393 0 933 982 1361 1591 2152 2686
394 0 928 987 1343 1609 2170 2668
395 0 927 988 1353 1599 2182 2656
396 0 906 1009 1353 1599 2200 2638
397 0 905 1010 1325 1627 2197 2641
398 0 931 984 1357 1595 2222 2616
399 0 923 992 1367 1585 2259 2579
400 0 928 987 1369 1583 2236 2602
401 0 919 996 1367 1585 2230 2608
402 0 923 992 1343 1609 2237 2601
403 0 932 983 1312 1640 2253 2585
404 0 912 1003 1315 1637 2281 2557
405 0 901 1014 1331 1621 2286 2552
406 0 909 1006 1347 1605 2240 2598
407 0 926 989 1360 1592 2262 2576
408 0 888 1027 1330 1622 2265 2573
409 0 912 1003 1338 1614 2283 2555
410 0 912 1003 1364 1588 2287 2551
411 0 907 1008 1359 1593 2284 2554
412 0 901 1014 1333 1619 2243 2595
413 0 903 1012 1366 1586 2264 2574
414 0 906 1009 1361 1591 2267 2571
415 0 906 1009 1322 1630 2238 2600
416 0 917 998 1337 1615 2199 2639
417 0 902 1013 1332 1620 2194 2644
418 0 881 1034 1326 1626 2163 2675
419 0 864 1051 1309 1643 2165 2673
420 0 880 1035 1337 1615 2188 2650
421 0 892 1023 1362 1590 2193 2645
422 0 877 1038 1375 1577 2241 2597
423 0 880 1035 1355 1597 2256 2582
424 0 893 1022 1343 1609 2246 2592
425 0 898 1017 1330 1622 2242 2596
426 0 873 1042 1313 1639 2250 2588
427 0 890 1025 1326 1626 2245 2593
428 0 882 1033 1303 1649 2268 2570
429 0 905 1010 1326 1626 2290 2548
430 0 875 1040 1352 1600 2259 2579
431 0 892 1023 1363 1589 2251 2587
432 0 867 1048 1388 1564 2265 2573
433 0 893 1022 1397 1555 2273 2565
434 0 874 1041 1378 1574 2301 2537
435 0 868 1047 1368 1584 2259 2579
436 0 889 1026 1363 1589 2249 2589
437 0 866 1049 1358 1594 2279 2559
438 0 865 1050 1338 1614 2293 2545
439 0 860 1055 1352 1600 2283 2555
440 0 868 1047 1326 1626 2288 2550
441 0 871 1044 1316 1636 2304 2534
442 0 873 1042 1333 1619 2248 2590
443 0 871 1044 1309 1643 2271 2567
444 0 866 1049 1331 1621 2285 2553
445 0 880 1035 1335 1617 2261 2577
446 0 857 1058 1327 1625 2258 2580
447 0 862 1053 1334 1618 2267 2571
448 0 865 1050 1356 1596 2248 2590
449 0 854 1061 1352 1600 2259 2579
450 0 862 1053 1341 1611 2277 2561
451 0 872 1043 1346 1606 2261 2577
452 0 857 1058 1317 1635 2228 2610
453 0 842 1073 1320 1632 2242 2596
454 0 851 1064 1333 1619 2258 2580
455 0 877 1038 1334 1618 2232 2606
456 0 890 1025 1328 1624 2266 2572
457 0 892 1023 1315 1637 2272 2566
458 0 885 1030 1346 1606 2244 2594
459 0 890 1025 1343 1609 2228 2610
460 0 879 1036 1326 1626 2267 2571
461 0 879 1036 1326 1626 2239 2599
462 0 879 1036 1331 1621 2233 2605
463 0 872 1043 1356 1596 2240 2598
464 0 882 1033 1337 1615 2256 2582
465 0 883 1032 1347 1605 2276 2562
466 0 874 1041 1328 1624 2307 2531
467 0 866 1049 1342 1610 2335 2503
468 0 882 1033 1361 1591 2335 2503
469 0 869 1046 1363 1589 2363 2475
470 0 844 1071 1351 1601 2347 2491
471 0 837 1078 1362 1590 2302 2536
472 0 852 1063 1382 1570 2332 2506
473 0 864 1051 1327 1625 2329 2509
474 0 859 1056 1324 1628 2332 2506
475 0 858 1057 1332 1620 2286 2552
476 0 856 1059 1334 1618 2294 2544
477 0 855 1060 1351 1601 2321 2517
478 0 858 1057 1348 1604 2303 2535
479 0 866 1049 1369 1583 2278 2560
480 0 883 1032 1390 1562 2291 2547
481 0 885 1030 1370 1582 2308 2530
482 0 863 1052 1378 1574 2266 2572
483 0 883 1032 1362 1590 2260 2578
484 0 885 1030 1372 1580 2278 2560
485 0 881 1034 1345 1607 2298 2540
486 0 868 1047 1348 1604 2304 2534
487 0 861 1054 1361 1591 2287 2551
488 0 865 1050 1352 1600 2279 2559
489 0 826 1089 1356 1596 2292 2546
490 0 854 1061 1354 1598 2295 2543
491 0 864 1051 1381 1571 2274 2564
492 0 860 1055 1354 1598 2276 2562
493 0 880 1035 1353 1599 2289 2549
494 0 854 1061 1370 1582 2231 2607
495 0 867 1048 1357 1595 2237 2601
496 0 869 1046 1358 1594 2268 2570
497 0 866 1049 1302 1650 2250 2588
498 0 848 1067 1298 1654 2260 2578
499 0 855 1060 1274 1678 2282 2556
