0 9999 0 1 0
1 9998 1 1 0
2 9997 2 1 0
3 9997 2 1 0
4 9997 2 1 0
5 9997 2 1 0
6 9995 3 1 1
7 9994 4 1 1
8 9993 3 3 1
9 9990 3 4 3
10 9990 3 3 4
11 9990 2 3 5
12 9990 1 3 6
13 9990 1 1 8
14 9990 1 1 8
15 9990 1 1 8
16 9990 1 1 8
17 9988 2 2 8
18 9988 2 2 8
19 9987 3 2 8
20 9986 4 2 8
21 9986 4 1 9
22 9986 3 2 9
23 9985 3 2 10
24 9985 3 2 10
25 9985 1 3 11
26 9985 1 3 11
27 9984 1 2 13
28 9984 1 2 13
29 9984 1 2 13
30 9984 1 2 13
31 9983 2 2 13
32 9983 1 3 13
33 9982 1 4 13
34 9980 3 4 13
35 9980 2 3 15
36 9980 2 2 16
37 9980 2 0 18
38 9980 1 1 18
39 9980 1 1 18
40 9980 1 1 18
41 9980 1 1 18
42 9979 2 1 18
43 9979 1 2 18
44 9977 1 3 19
45 9974 4 3 19
46 9974 3 4 19
47 9973 3 5 19
48 9971 5 3 21
49 9970 5 4 21
50 9970 5 4 21
51 9968 7 4 21
52 9967 5 6 22
53 9964 8 5 23
54 9964 8 5 23
55 9964 7 5 24
56 9963 8 4 25
57 9963 8 4 25
58 9963 7 4 26
59 9962 6 6 26
60 9960 7 7 26
61 9959 5 8 28
62 9957 6 7 30
63 9955 8 6 31
64 9953 8 8 31
65 9952 7 8 33
66 9951 5 8 36
67 9949 7 6 38
68 9948 6 7 39
69 9948 6 5 41
70 9948 5 6 41
71 9947 6 5 42
72 9945 8 5 42
73 9945 3 9 43
74 9942 6 7 45
75 9941 5 8 46
76 9939 7 7 47
77 9937 9 7 47
78 9937 7 9 47
79 9935 8 9 48
80 9932 10 8 50
81 9929 11 10 50
82 9928 9 8 55
83 9926 10 8 56
84 9922 12 7 59
85 9922 10 8 60
86 9921 9 9 61
87 9919 8 11 62
88 9916 6 14 64
89 9911 8 13 68
90 9907 11 9 73
91 9905 12 9 74
92 9904 10 12 74
93 9901 11 14 74
94 9898 11 15 76
95 9897 12 13 78
96 9896 11 12 81
97 9892 12 12 84
98 9888 15 13 84
99 9888 12 13 87
100 9886 12 15 87
101 9883 15 13 89
102 9877 15 17 91
103 9875 14 15 96
104 9874 12 15 99
105 9871 15 12 102
106 9871 13 13 103
107 9867 15 11 107
108 9865 13 14 108
109 9861 10 17 112
110 9855 13 17 115
111 9852 15 14 119
112 9850 15 11 124
113 9847 15 13 125
114 9845 15 14 126
115 9839 17 15 129
116 9836 17 17 130
117 9832 17 20 131
118 9827 20 15 138
119 9824 22 15 139
120 9822 20 18 140
121 9814 22 21 143
122 9810 21 22 147
123 9807 17 22 154
124 9800 22 20 158
125 9797 24 19 160
126 9796 22 18 164
127 9796 18 18 168
128 9793 15 22 170
129 9788 16 20 176
130 9785 15 20 180
131 9783 14 22 181
132 9778 15 23 184
133 9773 17 24 186
134 9770 16 25 189
135 9766 15 26 193
136 9759 17 28 196
137 9755 20 24 201
138 9753 20 22 205
139 9748 22 22 208
140 9746 20 23 211
141 9742 22 18 218
142 9742 17 21 220
143 9734 18 27 221
144 9727 21 23 229
145 9721 21 25 233
146 9716 21 28 235
147 9707 24 32 237
148 9703 25 29 243
149 9699 25 27 249
150 9698 23 26 253
151 9696 13 34 257
152 9691 16 27 266
153 9688 17 23 272
154 9686 15 21 278
155 9683 14 22 281
156 9676 16 25 283
157 9670 18 25 287
158 9665 18 25 292
159 9659 20 26 295
160 9656 21 26 297
161 9651 23 27 299
162 9650 21 26 303
163 9648 20 28 304
164 9642 23 27 308
165 9638 21 28 313
166 9633 23 25 319
167 9631 22 16 331
168 9630 18 20 332
169 9626 20 19 335
170 9623 16 20 341
171 9621 15 19 345
172 9617 17 17 349
173 9615 17 18 350
174 9613 17 16 354
175 9609 17 18 356
176 9605 16 20 359
177 9601 16 19 364
178 9600 12 22 366
179 9596 13 20 371
180 9586 22 19 373
181 9583 19 22 376
182 9581 18 22 379
183 9579 18 20 383
184 9576 19 18 387
185 9573 16 21 390
186 9566 22 19 393
187 9566 18 22 394
188 9562 19 22 397
189 9561 17 19 403
190 9560 13 22 405
191 9555 16 17 412
192 9552 17 17 414
193 9548 17 20 415
194 9540 22 19 419
195 9538 24 17 421
196 9536 20 23 421
197 9531 24 20 425
198 9531 20 19 430
199 9529 18 20 433
200 9528 16 21 435
201 9525 18 19 438
202 9522 17 20 441
203 9519 17 20 444
204 9511 20 22 447
205 9507 20 22 451
206 9506 18 22 454
207 9502 20 20 458
208 9496 22 19 463
209 9489 23 21 467
210 9485 23 20 472
211 9482 23 21 474
212 9477 25 21 477
213 9473 26 21 480
214 9466 25 25 484
215 9460 27 26 487
216 9457 26 27 490
217 9453 22 35 490
218 9448 22 37 493
219 9442 24 35 499
220 9435 23 37 505
221 9428 24 37 511
222 9417 32 32 519
223 9413 27 37 523
224 9409 25 36 530
225 9403 25 36 536
226 9399 26 32 543
227 9395 28 29 548
228 9392 28 28 552
229 9387 30 30 553
230 9385 26 31 558
231 9384 24 28 564
232 9378 25 28 569
233 9372 22 32 574
234 9365 23 32 580
235 9359 25 29 587
236 9353 29 25 593
237 9348 27 28 597
238 9347 25 26 602
239 9343 24 29 604
240 9337 21 32 610
241 9331 21 29 619
242 9326 25 30 619
243 9320 29 29 622
244 9317 28 30 625
245 9312 29 31 628
246 9305 33 30 632
247 9301 31 27 641
248 9299 26 31 644
249 9293 25 34 648
250 9286 26 37 651
251 9278 29 31 662
252 9274 26 33 667
253 9265 32 31 672
254 9258 35 29 678
255 9253 34 31 682
256 9247 34 33 686
257 9241 35 32 692
258 9237 35 33 695
259 9230 37 32 701
260 9222 39 33 706
261 9214 40 35 711
262 9206 41 36 717
263 9203 35 34 728
264 9195 38 35 732
265 9182 42 32 744
266 9180 37 32 751
267 9173 39 33 755
268 9169 32 38 761
269 9158 37 39 766
270 9141 43 48 768
271 9132 40 49 779
272 9122 35 57 786
273 9110 37 55 798
274 9099 35 57 809
275 9092 36 53 819
276 9083 39 52 826
277 9076 41 47 836
278 9073 37 45 845
279 9068 35 42 855
280 9056 37 40 867
281 9044 37 46 873
282 9032 42 43 883
283 9030 39 40 891
284 9024 40 37 899
285 9016 43 37 904
286 9005 44 41 910
287 8997 35 49 919
288 8990 36 46 928
289 8979 39 47 935
290 8970 39 48 943
291 8959 41 48 952
292 8950 41 44 965
293 8944 39 42 975
294 8937 36 40 987
295 8927 36 45 992
296 8918 42 39 1001
297 8912 35 46 1007
298 8902 36 50 1012
299 8900 28 54 1018
300 8885 35 53 1027
301 8873 40 52 1035
302 8867 34 54 1045
303 8858 36 55 1051
304 8850 39 48 1063
305 8843 40 48 1069
306 8834 41 49 1076
307 8825 44 50 1081
308 8812 42 51 1095
309 8806 40 52 1102
310 8802 40 42 1116
311 8796 35 45 1124
312 8788 37 44 1131
313 8777 42 38 1143
314 8773 36 44 1147
315 8765 37 45 1153
316 8760 35 41 1164
317 8752 35 43 1170
318 8746 30 46 1178
319 8738 27 49 1186
320 8728 31 47 1194
321 8720 35 47 1198
322 8710 39 49 1202
323 8702 33 53 1212
324 8694 34 50 1222
325 8688 34 51 1227
326 8680 36 49 1235
327 8675 37 48 1240
328 8665 40 50 1245
329 8663 33 49 1255
330 8658 37 43 1262
331 8654 37 39 1270
332 8649 36 39 1276
333 8638 39 39 1284
334 8628 36 47 1289
335 8620 37 47 1296
336 8610 39 46 1305
337 8601 40 47 1312
338 8594 41 46 1319
339 8586 39 50 1325
340 8575 43 48 1334
341 8567 48 39 1346
342 8558 47 42 1353
343 8554 47 38 1361
344 8551 42 39 1368
345 8546 42 37 1375
346 8537 35 45 1383
347 8531 35 44 1390
348 8523 35 43 1399
349 8515 36 41 1408
350 8509 34 40 1417
351 8494 43 39 1424
352 8486 39 43 1432
353 8477 42 41 1440
354 8470 43 40 1447
355 8461 38 42 1459
356 8456 36 37 1471
357 8444 39 41 1476
358 8440 36 38 1486
359 8432 40 34 1494
360 8429 30 38 1503
361 8422 29 39 1510
362 8421 26 36 1517
363 8418 24 31 1527
364 8411 23 32 1534
365 8409 22 27 1542
366 8403 23 29 1545
367 8397 25 28 1550
368 8388 27 30 1555
369 8381 29 29 1561
370 8374 32 25 1569
371 8372 31 22 1575
372 8369 28 22 1581
373 8367 27 22 1584
374 8363 25 24 1588
375 8359 26 23 1592
376 8353 25 23 1599
377 8346 28 23 1603
378 8341 27 24 1608
379 8333 28 28 1611
380 8330 25 30 1615
381 8326 24 30 1620
382 8314 27 35 1624
383 8311 27 30 1632
384 8303 30 28 1639
385 8296 24 33 1647
386 8288 27 34 1651
387 8280 30 29 1661
388 8275 33 25 1667
389 8273 28 24 1675
390 8269 30 20 1681
391 8264 31 21 1684
392 8259 30 24 1687
393 8256 28 26 1690
394 8249 28 26 1697
395 8245 26 27 1702
396 8242 26 25 1707
397 8241 22 24 1713
398 8236 18 25 1721
399 8236 15 21 1728
400 8231 18 20 1731
401 8226 18 22 1734
402 8222 18 22 1738
403 8219 19 18 1744
404 8217 18 18 1747
405 8215 16 21 1748
406 8209 18 23 1750
407 8207 16 23 1754
408 8204 14 21 1761
409 8199 16 20 1765
410 8197 15 16 1772
411 8190 20 18 1772
412 8185 20 19 1776
413 8179 19 23 1779
414 8177 19 19 1785
415 8174 21 15 1790
416 8170 21 15 1794
417 8164 22 18 1796
418 8162 19 22 1797
419 8153 26 22 1799
420 8147 28 20 1805
421 8143 30 20 1807
422 8139 26 22 1813
423 8137 24 22 1817
424 8134 22 27 1817
425 8131 20 24 1825
426 8127 22 24 1827
427 8121 24 23 1832
428 8119 19 25 1837
429 8113 19 25 1843
430 8105 22 27 1846
431 8100 24 26 1850
432 8093 28 25 1854
433 8085 32 27 1856
434 8079 28 33 1860
435 8077 27 31 1865
436 8070 29 33 1868
437 8066 28 32 1874
438 8059 31 35 1875
439 8057 30 32 1881
440 8053 31 31 1885
441 8050 28 33 1889
442 8045 26 35 1894
443 8042 25 36 1897
444 8039 24 34 1903
445 8034 27 32 1907
446 8030 26 30 1914
447 8025 27 31 1917
448 8020 27 33 1920
449 8015 29 29 1927
450 8008 26 31 1935
451 8005 24 33 1938
452 8001 27 28 1944
453 7994 29 29 1948
454 7989 28 30 1953
455 7985 27 31 1957
456 7983 27 27 1963
457 7974 26 31 1969
458 7970 26 31 1973
459 7965 24 30 1981
460 7959 23 32 1986
461 7954 27 29 1990
462 7947 26 34 1993
463 7940 30 27 2003
464 7937 25 29 2009
465 7931 28 24 2017
466 7927 29 23 2021
467 7920 30 24 2026
468 7914 29 27 2030
469 7905 30 34 2031
470 7898 27 37 2038
471 7886 33 33 2048
472 7879 32 39 2050
473 7870 32 42 2056
474 7862 37 35 2066
475 7859 33 31 2077
476 7853 31 35 2081
477 7847 32 38 2083
478 7842 30 38 2090
479 7834 29 44 2093
480 7828 30 43 2099
481 7822 31 41 2106
482 7818 31 40 2111
483 7812 34 37 2117
484 7811 29 34 2126
485 7801 30 38 2131
486 7796 27 41 2136
487 7789 30 34 2147
488 7776 29 42 2153
489 7770 26 45 2159
490 7762 27 45 2166
491 7749 34 39 2178
492 7741 37 37 2185
493 7735 36 35 2194
494 7728 38 34 2200
495 7717 45 32 2206
496 7714 36 40 2210
497 7711 29 42 2218
498 7703 27 46 2224
499 7695 32 42 2231
500 7685 33 44 2238
501 7678 36 40 2246
502 7664 43 42 2251
503 7658 37 44 2261
504 7648 41 42 2269
505 7641 37 45 2277
506 7639 33 41 2287
507 7637 27 43 2293
508 7627 36 36 2301
509 7624 37 34 2305
510 7617 40 28 2315
511 7616 37 28 2319
512 7612 33 26 2329
513 7606 30 30 2334
514 7601 26 36 2337
515 7597 22 38 2343
516 7585 25 41 2349
517 7574 29 40 2357
518 7569 29 38 2364
519 7561 33 36 2370
520 7548 41 32 2379
521 7542 38 34 2386
522 7540 36 32 2392
523 7537 32 34 2397
524 7532 25 41 2402
525 7523 27 42 2408
526 7511 33 42 2414
527 7498 44 40 2418
528 7492 44 42 2422
529 7485 40 47 2428
530 7480 34 53 2433
531 7471 38 50 2441
532 7466 36 46 2452
533 7457 38 44 2461
534 7453 33 44 2470
535 7441 39 43 2477
536 7431 39 44 2486
537 7424 41 43 2492
538 7419 39 44 2498
539 7413 36 43 2508
540 7404 37 41 2518
541 7399 33 45 2523
542 7390 35 47 2528
543 7381 36 51 2532
544 7372 37 51 2540
545 7366 36 53 2545
546 7359 38 47 2556
547 7351 41 49 2559
548 7347 38 48 2567
549 7337 37 51 2575
550 7328 34 54 2584
551 7322 34 53 2591
552 7315 35 48 2602
553 7303 44 40 2613
554 7298 40 46 2616
555 7291 43 41 2625
556 7287 39 43 2631
557 7278 39 44 2639
558 7273 37 46 2644
559 7263 38 49 2650
560 7254 37 47 2662
561 7245 41 44 2670
562 7234 43 48 2675
563 7225 47 48 2680
564 7215 51 48 2686
565 7209 48 52 2691
566 7201 47 53 2699
567 7194 40 53 2713
568 7191 35 53 2721
569 7175 47 47 2731
570 7169 42 50 2739
571 7160 41 54 2745
572 7150 41 58 2751
573 7141 42 53 2764
574 7133 45 52 2770
575 7125 46 49 2780
576 7116 45 48 2791
