176 1 2168 2631 2270 2649
177 1 2169 2630 2246 2673
178 1 2181 2618 2255 2664
179 1 2204 2595 2237 2682
180 1 2171 2628 2258 2661
181 1 2189 2610 2267 2652
182 1 2166 2633 2286 2633
183 1 2155 2644 2293 2626
184 1 2137 2662 2245 2674
185 1 2116 2683 2255 2664
186 1 2129 2670 2268 2651
187 1 2134 2665 2257 2662
188 1 2115 2684 2230 2689
189 1 2102 2697 2230 2689
190 1 2143 2656 2256 2663
191 1 2144 2655 2252 2667
192 1 2129 2670 2201 2718
193 1 2124 2675 2182 2737
194 1 2152 2647 2242 2677
195 1 2114 2685 2224 2695
196 1 2133 2666 2224 2695
197 1 2144 2655 2204 2715
198 1 2137 2662 2179 2740
199 1 2134 2665 2161 2758
200 1 2181 2618 2208 2711
201 1 2156 2643 2202 2717
202 1 2181 2618 2186 2733
203 1 2177 2622 2224 2695
204 1 2178 2621 2257 2662
205 1 2166 2633 2239 2680
206 1 2193 2606 2190 2729
207 1 2183 2616 2188 2731
208 1 2165 2634 2188 2731
209 1 2165 2634 2188 2731
210 1 2119 2680 2186 2733
211 1 2111 2688 2203 2716
212 1 2124 2675 2187 2732
213 1 2124 2675 2186 2733
214 1 2167 2632 2188 2731
215 1 2227 2572 2189 2730
216 1 2164 2635 2209 2710
217 1 2103 2696 2196 2723
218 1 2117 2682 2246 2673
219 0 2139 2660 2200 2720
220 0 2146 2653 2177 2743
221 0 2148 2651 2169 2751
222 0 2118 2681 2183 2737
223 0 2123 2676 2197 2723
224 0 2092 2707 2184 2736
225 0 2132 2667 2176 2744
226 0 2117 2682 2170 2750
227 0 2144 2655 2183 2737
228 0 2158 2641 2243 2677
229 0 2149 2650 2232 2688
230 0 2129 2670 2231 2689
231 0 2151 2648 2248 2672
232 0 2112 2687 2211 2709
233 0 2134 2665 2210 2710
234 0 2105 2694 2239 2681
235 0 2148 2651 2250 2670
236 0 2200 2599 2258 2662
237 0 2209 2590 2217 2703
238 0 2217 2582 2202 2718
239 0 2204 2595 2190 2730
240 0 2186 2613 2192 2728
241 0 2185 2614 2203 2717
242 0 2227 2572 2225 2695
243 0 2245 2554 2194 2726
244 0 2253 2546 2258 2662
245 0 2206 2593 2256 2664
246 0 2182 2617 2224 2696
247 0 2174 2625 2242 2678
248 0 2209 2590 2237 2683
249 0 2213 2586 2245 2675
250 0 2204 2595 2223 2697
251 0 2161 2638 2231 2689
252 0 2149 2650 2248 2672
253 0 2192 2607 2242 2678
254 0 2185 2614 2228 2692
255 0 2182 2617 2229 2691
256 0 2182 2617 2199 2721
257 0 2175 2624 2194 2726
258 0 2162 2637 2190 2730
259 0 2154 2645 2179 2741
260 0 2161 2638 2233 2687
261 0 2132 2667 2239 2681
262 0 2130 2669 2219 2701
263 0 2135 2664 2212 2708
264 0 2138 2661 2179 2741
265 0 2123 2676 2213 2707
266 0 2137 2662 2167 2753
267 0 2149 2650 2164 2756
268 0 2113 2686 2170 2750
269 0 2094 2705 2186 2734
270 0 2117 2682 2166 2754
271 0 2130 2669 2177 2743
272 0 2118 2681 2212 2708
273 0 2131 2668 2179 2741
274 0 2148 2651 2197 2723
275 0 2142 2657 2222 2698
276 0 2165 2634 2222 2698
277 0 2141 2658 2236 2684
278 0 2150 2649 2220 2700
279 0 2149 2650 2188 2732
280 0 2143 2656 2168 2752
281 0 2159 2640 2169 2751
282 0 2123 2676 2166 2754
283 0 2120 2679 2162 2758
284 0 2111 2688 2239 2681
285 0 2121 2678 2226 2694
286 0 2120 2679 2222 2698
287 0 2168 2631 2194 2726
288 0 2139 2660 2176 2744
289 0 2129 2670 2157 2763
290 0 2123 2676 2170 2750
291 0 2121 2678 2195 2725
292 0 2113 2686 2201 2719
293 0 2170 2629 2193 2727
294 0 2112 2687 2192 2728
295 0 2115 2684 2215 2705
296 0 2092 2707 2191 2729
297 0 2141 2658 2204 2716
298 0 2080 2719 2198 2722
299 0 2056 2743 2206 2714
300 0 2096 2703 2171 2749
301 0 2152 2647 2168 2752
302 0 2135 2664 2213 2707
303 0 2125 2674 2220 2700
304 0 2149 2650 2216 2704
305 0 2132 2667 2230 2690
306 0 2106 2693 2236 2684
307 0 2099 2700 2202 2718
308 0 2142 2657 2223 2697
309 0 2108 2691 2224 2696
310 0 2137 2662 2227 2693
311 0 2134 2665 2234 2686
312 0 2141 2658 2202 2718
313 0 2129 2670 2186 2734
314 0 2137 2662 2208 2712
315 0 2119 2680 2186 2734
316 0 2109 2690 2206 2714
317 0 2080 2719 2214 2706
318 0 2133 2666 2168 2752
319 0 2117 2682 2132 2788
320 0 2100 2699 2189 2731
321 0 2047 2752 2224 2696
322 0 2107 2692 2205 2715
323 0 2070 2729 2204 2716
324 0 2098 2701 2187 2733
325 0 2089 2710 2207 2713
326 0 2082 2717 2218 2702
327 0 2113 2686 2215 2705
328 0 2117 2682 2245 2675
329 0 2149 2650 2252 2668
330 0 2116 2683 2272 2648
331 0 2129 2670 2268 2652
332 0 2178 2621 2298 2622
333 0 2192 2607 2325 2595
334 0 2187 2612 2336 2584
335 0 2141 2658 2308 2612
336 0 2146 2653 2295 2625
337 0 2122 2677 2303 2617
338 0 2112 2687 2315 2605
339 0 2126 2673 2326 2594
340 0 2138 2661 2317 2603
341 0 2144 2655 2261 2659
342 0 2122 2677 2295 2625
343 0 2089 2710 2336 2584
344 0 2100 2699 2337 2583
345 0 2076 2723 2301 2619
346 0 2096 2703 2282 2638
347 0 2109 2690 2286 2634
348 0 2121 2678 2294 2626
349 0 2096 2703 2277 2643
350 0 2088 2711 2310 2610
351 0 2102 2697 2292 2628
352 0 2146 2653 2296 2624
353 0 2138 2661 2310 2610
354 0 2152 2647 2290 2630
355 0 2157 2642 2309 2611
356 0 2120 2679 2297 2623
357 0 2144 2655 2331 2589
358 0 2144 2655 2354 2566
359 0 2161 2638 2335 2585
360 0 2136 2663 2320 2600
361 0 2121 2678 2280 2640
362 0 2129 2670 2278 2642
363 0 2099 2700 2304 2616
364 0 2107 2692 2244 2676
365 0 2124 2675 2245 2675
366 0 2114 2685 2278 2642
367 0 2152 2647 2280 2640
368 0 2156 2643 2308 2612
369 0 2154 2645 2312 2608
370 0 2211 2588 2375 2545
371 0 2201 2598 2325 2595
372 0 2224 2575 2348 2572
373 0 2217 2582 2374 2546
374 0 2201 2598 2341 2579
375 0 2234 2565 2360 2560
376 0 2214 2585 2351 2569
377 0 2194 2605 2324 2596
378 0 2226 2573 2357 2563
379 0 2207 2592 2348 2572
380 0 2194 2605 2333 2587
381 0 2163 2636 2358 2562
382 0 2177 2622 2352 2568
383 0 2188 2611 2346 2574
384 0 2221 2578 2376 2544
385 0 2182 2617 2375 2545
386 0 2144 2655 2357 2563
387 0 2192 2607 2322 2598
388 0 2165 2634 2304 2616
389 0 2152 2647 2316 2604
390 0 2213 2586 2336 2584
391 0 2223 2576 2325 2595
392 0 2275 2524 2275 2645
393 0 2188 2611 2269 2651
394 0 2211 2588 2274 2646
395 0 2162 2637 2299 2621
396 0 2208 2591 2294 2626
397 0 2251 2548 2284 2636
398 0 2287 2512 2290 2630
399 0 2255 2544 2311 2609
400 0 2276 2523 2307 2613
401 0 2226 2573 2258 2662
402 0 2217 2582 2280 2640
403 0 2208 2591 2288 2632
404 0 2220 2579 2331 2589
405 0 2195 2604 2304 2616
406 0 2192 2607 2301 2619
407 0 2234 2565 2303 2617
408 0 2232 2567 2288 2632
409 0 2211 2588 2309 2611
410 0 2191 2608 2316 2604
411 0 2140 2659 2301 2619
412 0 2140 2659 2301 2619
413 0 2163 2636 2307 2613
414 0 2152 2647 2279 2641
415 0 2128 2671 2285 2635
416 0 2197 2602 2280 2640
417 0 2180 2619 2269 2651
418 0 2178 2621 2223 2697
419 0 2195 2604 2270 2650
420 0 2228 2571 2274 2646
421 0 2215 2584 2254 2666
422 0 2213 2586 2285 2635
423 0 2234 2565 2275 2645
424 0 2219 2580 2293 2627
425 0 2234 2565 2301 2619
426 0 2202 2597 2313 2607
427 0 2194 2605 2296 2624
428 0 2188 2611 2333 2587
429 0 2189 2610 2303 2617
430 0 2208 2591 2294 2626
431 0 2211 2588 2339 2581
432 0 2174 2625 2388 2532
433 0 2230 2569 2383 2537
434 0 2220 2579 2391 2529
435 0 2238 2561 2373 2547
436 0 2226 2573 2338 2582
437 0 2235 2564 2351 2569
438 0 2217 2582 2348 2572
439 0 2227 2572 2321 2599
440 0 2250 2549 2282 2638
441 0 2231 2568 2275 2645
442 0 2189 2610 2307 2613
443 0 2181 2618 2340 2580
444 0 2229 2570 2395 2525
445 0 2236 2563 2374 2546
446 0 2256 2543 2369 2551
447 0 2277 2522 2390 2530
448 0 2302 2497 2392 2528
449 0 2269 2530 2367 2553
450 0 2268 2531 2393 2527
451 0 2249 2550 2369 2551
452 0 2251 2548 2380 2540
453 0 2229 2570 2383 2537
454 0 2253 2546 2368 2552
455 0 2242 2557 2413 2507
456 0 2227 2572 2430 2490
457 0 2166 2633 2393 2527
458 0 2164 2635 2398 2522
459 0 2183 2616 2406 2514
460 0 2162 2637 2402 2518
461 0 2157 2642 2416 2504
462 0 2154 2645 2392 2528
463 0 2138 2661 2377 2543
464 0 2163 2636 2338 2582
465 0 2174 2625 2283 2637
466 0 2189 2610 2257 2663
467 0 2224 2575 2265 2655
468 0 2225 2574 2285 2635
469 0 2213 2586 2268 2652
470 0 2224 2575 2230 2690
471 0 2235 2564 2233 2687
472 0 2201 2598 2248 2672
473 0 2202 2597 2293 2627
474 0 2206 2593 2242 2678
475 0 2180 2619 2252 2668
476 0 2195 2604 2292 2628
477 0 2196 2603 2266 2654
478 0 2203 2596 2254 2666
479 0 2191 2608 2267 2653
480 0 2182 2617 2251 2669
481 0 2213 2586 2212 2708
482 0 2207 2592 2215 2705
483 0 2209 2590 2195 2725
484 0 2191 2608 2229 2691
485 0 2176 2623 2227 2693
486 0 2165 2634 2194 2726
487 0 2176 2623 2234 2686
488 0 2193 2606 2240 2680
489 0 2231 2568 2217 2703
490 0 2214 2585 2231 2689
491 0 2249 2550 2252 2668
492 0 2234 2565 2281 2639
493 0 2210 2589 2263 2657
494 0 2224 2575 2274 2646
495 0 2220 2579 2255 2665
496 0 2194 2605 2264 2656
497 0 2168 2631 2262 2658
498 0 2196 2603 2310 2610
499 0 2215 2584 2279 2641
